variable,Long,column,DataPack file,year
Dwelling Structure By Household Composition And Family Composition,2021 Census Flat Or Apartment In A One Or Two Storey Block Family Households Total,C21_F_a_1_2_FH_Tot,T14B,2021
Dwelling Structure By Household Composition And Family Composition,2021 Census Flat Or Apartment In A One Or Two Storey Block Lone Person Households,C21_F_a_1_2_LP_H,T14B,2021
Dwelling Structure By Household Composition And Family Composition,2021 Census Flat Or Apartment In A One Or Two Storey Block Group Households,C21_F_a_1_2_GH,T14B,2021
Dwelling Structure By Household Composition And Family Composition,2021 Census Flat Or Apartment In A One Or Two Storey Block Other Households,C21_F_a_1_2_OH,T14B,2021
Dwelling Structure By Household Composition And Family Composition,2021 Census Flat Or Apartment In A One Or Two Storey Block Total,C21_F_a_1_2_Tot,T14B,2021
Dwelling Structure By Household Composition And Family Composition,2021 Census Flat Or Apartment In A Three Storey Block Family Households Couple Family With No Children,C21_F_a_3_FH_CF_no_ch,T14B,2021
Dwelling Structure By Household Composition And Family Composition,2021 Census Flat Or Apartment In A Three Storey Block Family Households Couple Family With Children,C21_F_a_3_FH_CF_w_ch,T14B,2021
Dwelling Structure By Household Composition And Family Composition,2021 Census Flat Or Apartment In A Three Storey Block Family Households One Parent Family,C21_F_a_3_FH_One_PFam,T14B,2021
Dwelling Structure By Household Composition And Family Composition,2021 Census Flat Or Apartment In A Three Storey Block Family Households Other Family,C21_F_a_3_FH_oth_fa,T14B,2021
Dwelling Structure By Household Composition And Family Composition,2021 Census Flat Or Apartment In A Three Storey Block Family Households Total,C21_F_a_3_FH_Tot,T14B,2021
Dwelling Structure By Household Composition And Family Composition,2021 Census Flat Or Apartment In A Three Storey Block Lone Person Households,C21_F_a_3_LP_H,T14B,2021
Dwelling Structure By Household Composition And Family Composition,2021 Census Flat Or Apartment In A Three Storey Block Group Households,C21_F_a_3_GH,T14B,2021
Dwelling Structure By Household Composition And Family Composition,2021 Census Flat Or Apartment In A Three Storey Block Other Households,C21_F_a_3_OH,T14B,2021
Dwelling Structure By Household Composition And Family Composition,2021 Census Flat Or Apartment In A Three Storey Block Total,C21_F_a_3_Tot,T14B,2021
Dwelling Structure By Household Composition And Family Composition,2021 Census Flat Or Apartment In A Four To Eight Storey Block Family Households Couple Family With No Children,C21_F_a_4_8_FH_CF_no_ch,T14B,2021
Dwelling Structure By Household Composition And Family Composition,2021 Census Flat Or Apartment In A Four To Eight Storey Block Family Households Couple Family With Children,C21_F_a_4_8_FH_CF_w_ch,T14B,2021
Dwelling Structure By Household Composition And Family Composition,2021 Census Flat Or Apartment In A Four To Eight Storey Block Family Households One Parent Family,C21_F_a_4_8_FH_One_PFam,T14B,2021
Dwelling Structure By Household Composition And Family Composition,2021 Census Flat Or Apartment In A Four To Eight Storey Block Family Households Other Family,C21_F_a_4_8_FH_oth_fa,T14B,2021
Dwelling Structure By Household Composition And Family Composition,2021 Census Flat Or Apartment In A Four To Eight Storey Block Family Households Total,C21_F_a_4_8_FH_Tot,T14B,2021
Dwelling Structure By Household Composition And Family Composition,2021 Census Flat Or Apartment In A Four To Eight Storey Block Lone Person Households,C21_F_a_4_8_LP_H,T14B,2021
Dwelling Structure By Household Composition And Family Composition,2021 Census Flat Or Apartment In A Four To Eight Storey Block Group Households,C21_F_a_4_8_GH,T14B,2021
Dwelling Structure By Household Composition And Family Composition,2021 Census Flat Or Apartment In A Four To Eight Storey Block Other Households,C21_F_a_4_8_OH,T14B,2021
Dwelling Structure By Household Composition And Family Composition,2021 Census Flat Or Apartment In A Four To Eight Storey Block Total,C21_F_a_4_8_Tot,T14B,2021
Dwelling Structure By Household Composition And Family Composition,2021 Census Flat Or Apartment In A Nine Or More Storey Block Family Households Couple Family With No Children,C21_F_a_9m_FH_CF_no_ch,T14B,2021
Dwelling Structure By Household Composition And Family Composition,2021 Census Flat Or Apartment In A Nine Or More Storey Block Family Households Couple Family With Children,C21_F_a_9m_FH_CF_w_ch,T14B,2021
Dwelling Structure By Household Composition And Family Composition,2021 Census Flat Or Apartment In A Nine Or More Storey Block Family Households One Parent Family,C21_F_a_9m_FH_One_PFam,T14B,2021
Dwelling Structure By Household Composition And Family Composition,2021 Census Flat Or Apartment In A Nine Or More Storey Block Family Households Other Family,C21_F_a_9m_FH_oth_fa,T14B,2021
Dwelling Structure By Household Composition And Family Composition,2021 Census Flat Or Apartment In A Nine Or More Storey Block Family Households Total,C21_F_a_9m_FH_Tot,T14B,2021
Dwelling Structure By Household Composition And Family Composition,2021 Census Flat Or Apartment In A Nine Or More Storey Block Lone Person Households,C21_F_a_9m_LP_H,T14B,2021
Dwelling Structure By Household Composition And Family Composition,2021 Census Flat Or Apartment In A Nine Or More Storey Block Group Households,C21_F_a_9m_GH,T14B,2021
Dwelling Structure By Household Composition And Family Composition,2021 Census Flat Or Apartment In A Nine Or More Storey Block Other Households,C21_F_a_9m_OH,T14B,2021
Dwelling Structure By Household Composition And Family Composition,2021 Census Flat Or Apartment In A Nine Or More Storey Block Total,C21_F_a_9m_Tot,T14B,2021
Dwelling Structure By Household Composition And Family Composition,2021 Census Flat Or Apartment Attached To A House Family Households Couple Family With No Children,C21_F_a_a_h_FH_CF_no_ch,T14B,2021
Dwelling Structure By Household Composition And Family Composition,2021 Census Flat Or Apartment Attached To A House Family Households Couple Family With Children,C21_F_a_a_h_FH_CF_w_ch,T14B,2021
Dwelling Structure By Household Composition And Family Composition,2021 Census Flat Or Apartment Attached To A House Family Households One Parent Family,C21_F_a_a_h_FH_One_PFam,T14B,2021
Dwelling Structure By Household Composition And Family Composition,2021 Census Flat Or Apartment Attached To A House Family Households Other Family,C21_F_a_a_h_FH_oth_fa,T14B,2021
Dwelling Structure By Household Composition And Family Composition,2021 Census Flat Or Apartment Attached To A House Family Households Total,C21_F_a_a_h_FH_Tot,T14B,2021
Dwelling Structure By Household Composition And Family Composition,2021 Census Flat Or Apartment Attached To A House Lone Person Households,C21_F_a_a_h_LP_H,T14B,2021
Dwelling Structure By Household Composition And Family Composition,2021 Census Flat Or Apartment Attached To A House Group Households,C21_F_a_a_h_GH,T14B,2021
Dwelling Structure By Household Composition And Family Composition,2021 Census Flat Or Apartment Attached To A House Other Households,C21_F_a_a_h_OH,T14B,2021
Dwelling Structure By Household Composition And Family Composition,2021 Census Flat Or Apartment Attached To A House Total,C21_F_a_a_h_Tot,T14B,2021
Dwelling Structure By Household Composition And Family Composition,2021 Census Flat Or Apartment Total Family Households Couple Family With No Children,C21_F_a_Tot_FH_CF_no_ch,T14B,2021
Dwelling Structure By Household Composition And Family Composition,2021 Census Flat Or Apartment Total Family Households Couple Family With Children,C21_F_a_Tot_FH_CF_w_ch,T14B,2021
Dwelling Structure By Household Composition And Family Composition,2021 Census Flat Or Apartment Total Family Households One Parent Family,C21_F_a_Tot_FH_One_PFam,T14B,2021
Dwelling Structure By Household Composition And Family Composition,2021 Census Flat Or Apartment Total Family Households Other Family,C21_F_a_Tot_FH_oth_fa,T14B,2021
Dwelling Structure By Household Composition And Family Composition,2021 Census Flat Or Apartment Total Family Households Total,C21_F_a_Tot_FH_Tot,T14B,2021
Dwelling Structure By Household Composition And Family Composition,2021 Census Flat Or Apartment Total Lone Person Households,C21_F_a_Tot_LP_H,T14B,2021
Dwelling Structure By Household Composition And Family Composition,2021 Census Flat Or Apartment Total Group Households,C21_F_a_Tot_GH,T14B,2021
Dwelling Structure By Household Composition And Family Composition,2021 Census Flat Or Apartment Total Other Households,C21_F_a_Tot_OH,T14B,2021
Dwelling Structure By Household Composition And Family Composition,2021 Census Flat Or Apartment Total Total,C21_F_a_Tot_Tot,T14B,2021
Dwelling Structure By Household Composition And Family Composition,2021 Census Other Dwelling Caravan Cabin Houseboat Family Households Couple Family With No Children,C21_OD_C_c_hb_FH_CF_no_ch,T14B,2021
Dwelling Structure By Household Composition And Family Composition,2021 Census Other Dwelling Caravan Cabin Houseboat Family Households Couple Family With Children,C21_OD_C_c_hb_FH_CF_w_ch,T14B,2021
Dwelling Structure By Household Composition And Family Composition,2021 Census Other Dwelling Caravan Cabin Houseboat Family Households One Parent Family,C21_OD_C_c_hb_FH_One_PFam,T14B,2021
Dwelling Structure By Household Composition And Family Composition,2021 Census Other Dwelling Caravan Cabin Houseboat Family Households Other Family,C21_OD_C_c_hb_FH_oth_fa,T14B,2021
Dwelling Structure By Household Composition And Family Composition,2021 Census Other Dwelling Caravan Cabin Houseboat Family Households Total,C21_OD_C_c_hb_FH_Tot,T14B,2021
Dwelling Structure By Household Composition And Family Composition,2021 Census Other Dwelling Caravan Cabin Houseboat Lone Person Households,C21_OD_C_c_hb_LP_H,T14B,2021
Dwelling Structure By Household Composition And Family Composition,2021 Census Other Dwelling Caravan Cabin Houseboat Group Households,C21_OD_C_c_hb_GH,T14B,2021
Dwelling Structure By Household Composition And Family Composition,2021 Census Other Dwelling Caravan Cabin Houseboat Other Households,C21_OD_C_c_hb_OH,T14B,2021
Dwelling Structure By Household Composition And Family Composition,2021 Census Other Dwelling Caravan Cabin Houseboat Total,C21_OD_C_c_hb_Tot,T14B,2021
Dwelling Structure By Household Composition And Family Composition,2021 Census Other Dwelling Improvised Home Tent Sleepers Out Family Households Couple Family With No Children,C21_OD_Ih_t_s_FH_CF_no_ch,T14B,2021
Dwelling Structure By Household Composition And Family Composition,2021 Census Other Dwelling Improvised Home Tent Sleepers Out Family Households Couple Family With Children,C21_OD_Ih_t_s_FH_CF_w_ch,T14B,2021
Dwelling Structure By Household Composition And Family Composition,2021 Census Other Dwelling Improvised Home Tent Sleepers Out Family Households One Parent Family,C21_OD_Ih_t_s_FH_One_PFam,T14B,2021
Dwelling Structure By Household Composition And Family Composition,2021 Census Other Dwelling Improvised Home Tent Sleepers Out Family Households Other Family,C21_OD_Ih_t_s_FH_oth_fa,T14B,2021
Dwelling Structure By Household Composition And Family Composition,2021 Census Other Dwelling Improvised Home Tent Sleepers Out Family Households Total,C21_OD_Ih_t_s_FH_Tot,T14B,2021
Dwelling Structure By Household Composition And Family Composition,2021 Census Other Dwelling Improvised Home Tent Sleepers Out Lone Person Households,C21_OD_Ih_t_s_LP_H,T14B,2021
Dwelling Structure By Household Composition And Family Composition,2021 Census Other Dwelling Improvised Home Tent Sleepers Out Group Households,C21_OD_Ih_t_s_GH,T14B,2021
Dwelling Structure By Household Composition And Family Composition,2021 Census Other Dwelling Improvised Home Tent Sleepers Out Other Households,C21_OD_Ih_t_s_OH,T14B,2021
Dwelling Structure By Household Composition And Family Composition,2021 Census Other Dwelling Improvised Home Tent Sleepers Out Total,C21_OD_Ih_t_s_Tot,T14B,2021
Dwelling Structure By Household Composition And Family Composition,2021 Census Other Dwelling House Or Flat Attached To A Shop Office Etc Family Households Couple Family With No Children,C21_OD_H_f_so_FH_CF_no_ch,T14B,2021
Dwelling Structure By Household Composition And Family Composition,2021 Census Other Dwelling House Or Flat Attached To A Shop Office Etc Family Households Couple Family With Children,C21_OD_H_f_so_FH_CF_w_ch,T14B,2021
Dwelling Structure By Household Composition And Family Composition,2021 Census Other Dwelling House Or Flat Attached To A Shop Office Etc Family Households One Parent Family,C21_OD_H_f_so_FH_One_PFam,T14B,2021
Dwelling Structure By Household Composition And Family Composition,2021 Census Other Dwelling House Or Flat Attached To A Shop Office Etc Family Households Other Family,C21_OD_H_f_so_FH_oth_fa,T14B,2021
Dwelling Structure By Household Composition And Family Composition,2021 Census Other Dwelling House Or Flat Attached To A Shop Office Etc Family Households Total,C21_OD_H_f_so_FH_Tot,T14C,2021
